TransMorphBSplineDWinFull_ncc_1_diffusion_1
,Unknown,Left-Cerebral-White-Matter,Left-Cerebral-Cortex,Left-Lateral-Ventricle,Left-Inf-Lat-Vent,Left-Cerebellum-White-Matter,Left-Cerebellum-Cortex,Left-Thalamus-Proper*,Left-Caudate,Left-Putamen,Left-Pallidum,3rd-Ventricle,4th-Ventricle,Brain-Stem,Left-Hippocampus,Left-Amygdala,CSF,Left-Accumbens-area,Left-VentralDC,Left-vessel,Left-choroid-plexus,Right-Cerebral-White-Matter,Right-Cerebral-Cortex,Right-Lateral-Ventricle,Right-Inf-Lat-Vent,Right-Cerebellum-White-Matter,Right-Cerebellum-Cortex,Right-Thalamus-Proper*,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,Right-VentralDC,Right-vessel,Right-choroid-plexus,5th-Ventricle,WM-hypointensities,non-WM-hypointensities,Optic-Chiasm,CC_Posterior,CC_Mid_Posterior,CC_Central,CC_Mid_Anterior,CC_Anterior,NDV,all_jac
p_30,0.9766266212287691,0.8115417535000317,0.6831183003245709,0.7555228271820037,0.24657534021392383,0.8282051903708789,0.8801565975950981,0.8408897771352714,0.8180574546077777,0.8032987663890759,0.7496927473377863,0.7071729927967384,0.7545560280059015,0.9220426475604311,0.7753701335666535,0.804315250811162,0.6575342437605554,0.6277128495182567,0.8425713341730311,0.4615384023668715,0.2901655278464895,0.8106743694421882,0.6815773569288297,0.7637258342610012,0.3875823105589623,0.8325445118492112,0.8663245202924772,0.8856606803078743,0.8210357460803899,0.8301487919097904,0.7934621084816826,0.7998511204988824,0.797852346851403,0.6565726038776833,0.8219542743329515,0.36619713152153077,0.36611194881912296,0.0,0.0,0.0,0.5442622861596347,0.0,0.0,0.0,0.0,0.0,6.814252825193365e-06,0.0
p_31,0.9745205009846393,0.8085117253211693,0.6634675480368851,0.8959302322687563,0.49816849451891215,0.8264615738083438,0.8546017628275894,0.8634512067634151,0.834251914458594,0.8085358616789806,0.7798122047422249,0.8297229198243755,0.7233611725554007,0.9148390665102205,0.8052373150519259,0.7984521096470425,0.7485967481577643,0.6025024003609009,0.8441641524137061,0.48809520904195186,0.4791288537257783,0.8081810251363999,0.6547010715866877,0.8999028878538636,0.6279069724493367,0.8250951672841381,0.8548459681125581,0.8414613797244834,0.8291061304738905,0.8074396029440619,0.7819225232378706,0.832140335888557,0.8227669742948239,0.6854917167917067,0.8419897578255398,0.2399999520000096,0.5552147210878593,0.0,0.003838771556249793,0.0,0.5756097467380529,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_32,0.9758393810300318,0.8010951465557854,0.6523712578236057,0.7973316386293954,0.20027063328456518,0.80973665765261,0.857306482293161,0.8771232171350775,0.8257703069667083,0.8231252445787934,0.7694790208172453,0.6882716013977799,0.6853685349687334,0.9022755609214705,0.798255179064062,0.7445614008962758,0.7037949694243718,0.5430463524782748,0.8190041107181324,0.0,0.2543507328734842,0.8034257225229998,0.6667340077863172,0.8174626001025154,0.3410404591421921,0.765239876550055,0.8548633074506711,0.8652864929533245,0.8351829006231225,0.7958809127285065,0.7666144534199721,0.7975436194584817,0.7931228838976243,0.5767250198071574,0.8344494039858171,0.318181745867785,0.32349948806206014,0.0,0.0,0.0,0.49900198604786455,0.0,0.0,0.0,0.0,0.0,2.3551203697652213e-05,0.00031510524515188077
p_33,0.9742705821876155,0.8142374770956592,0.6541659990017207,0.9165147035325588,0.37424057868480465,0.7903525044345617,0.8402824269368349,0.8969916812202191,0.8464197520414571,0.8504370953530624,0.7802197785050116,0.8328402346330368,0.7247012906005821,0.9012544801252231,0.8254486124149981,0.7838023308723324,0.7173322965593939,0.6953713595761963,0.842978252079821,0.578313183335761,0.46336633357513973,0.8179951664845551,0.669025939040459,0.9101340601823068,0.37808807327510124,0.8338693465241533,0.8687947615531824,0.9106635677054844,0.836308774407457,0.823894053889458,0.8017067127740699,0.8189309567717918,0.8096564506045916,0.6889692523601334,0.8562442175242885,0.05263156509695655,0.4490075260163756,0.0,0.004169562166994009,0.0,0.5614567441357096,0.0,0.0,0.0,0.0,0.0,5.907811602813828e-07,1.5005011673899082e-05
p_34,0.9725245213064075,0.8045913533347235,0.6775079636444771,0.860799000949924,0.5427728573541825,0.8229947110998802,0.8651907188854496,0.8734952938971902,0.8389303473891684,0.8319704979702016,0.7680890522199773,0.7606473562153008,0.812551069108431,0.9205752055199045,0.825874535053865,0.7873639480027503,0.6431642276734125,0.6464471347794876,0.8417846256568853,0.20289852131905486,0.33587786026455335,0.809680157119722,0.673753939525596,0.8771375949850313,0.3273657261094141,0.8365140491123907,0.8662795758834255,0.8908801050569621,0.8396680659362074,0.8262342684525377,0.791913414760234,0.8141127889517568,0.8049176506496923,0.7034383903765158,0.8398626632275177,0.1333333111111148,0.37134502652525564,0.0,0.0026367831072064397,0.0,0.6791744713100475,0.0,0.0,0.0,0.0,0.0,0.0,3.0010023347798164e-05
p_35,0.9686511814124728,0.7771313655917411,0.6275572967816504,0.860684065919563,0.4974471152629678,0.7669211778038575,0.8548131401924537,0.805090070797502,0.8061151581567151,0.7906030329350694,0.7597087360201245,0.7337450027833454,0.8047609087392756,0.9047730419544153,0.8082931525474512,0.8046958356331487,0.6163328173484868,0.53199999468,0.8053964139665529,0.41935477107181107,0.3465982005994981,0.7884921544839768,0.6253302549117933,0.8489823025814953,0.6219915024917815,0.7919145247496636,0.8489416822257096,0.8599432270044758,0.8511896748874987,0.8274894802922025,0.8043925856682851,0.8079639234170306,0.8113671944252245,0.6421861601862838,0.8080487151989686,0.30769227810651173,0.3931414550328141,0.0,0.0,0.0,0.4591439599388335,0.0,0.0,0.0,0.0,0.0,2.0736987670821913e-07,1.5005011673899082e-05
p_36,0.9702514973310568,0.79842484604261,0.6630839475397529,0.7447524214580514,0.255999997952,0.8201886309405585,0.8720892944701475,0.851979900957922,0.779569891475205,0.8336578338833,0.7691410789561969,0.6892361081196349,0.7271941186182574,0.9014119165613503,0.7659237064876013,0.7673151731068348,0.5772669196370075,0.509677415244537,0.7991132848195128,0.1562499755859413,0.11904761727607713,0.805201772113777,0.6725380785471325,0.7643844023553059,0.4110429416331063,0.7763111454374458,0.8647301498442522,0.8737617718861261,0.7642335757126112,0.7966199976831911,0.7762472062988697,0.7954189661403815,0.7756966633720954,0.5511921419972501,0.7945163507739018,0.0,0.20598006473438485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_37,0.9701348153975498,0.7837559054107138,0.6288294642006718,0.897422811712829,0.5246963520267502,0.797411800709471,0.8534035209219089,0.8029774672726814,0.7778806710174883,0.8155500405132857,0.74077949060743,0.8364444425856791,0.7726663671892221,0.9078794202007225,0.8100603154545803,0.782608693093793,0.6193812007607087,0.5665859495570709,0.8140850966106843,0.6949151953461699,0.4920353953272248,0.7776789764852976,0.6225062501480072,0.8988004603374307,0.5155331610786469,0.8003033629373127,0.8528653222470804,0.8324628359230863,0.7839752662836851,0.8211670200553189,0.7578837613815904,0.7615854379576273,0.7967302430606805,0.6091173558766503,0.8005697996925599,0.17021272974197238,0.39774696534771675,0.0,0.0030943785296834525,0.0,0.6034214525128857,0.0,0.0,0.0,0.0,0.0,1.2314539139667718e-06,6.002004669559633e-05
p_38,0.9726337895171531,0.7894118299835564,0.6706380440655058,0.8169027098821933,0.2924528274296903,0.7349183318353258,0.8110420335697559,0.7747661560508258,0.774958076271707,0.7029721949156547,0.5400580215575586,0.8056061142963121,0.6001330658679684,0.8754223431652275,0.7794851319302682,0.7353191468501584,0.5465986385261928,0.5876685877873932,0.7771974056401321,0.4067795920712556,0.34058759335915345,0.7975180005346366,0.6747059720802472,0.7787636193234982,0.3567649254968638,0.7778437524858249,0.8202627323376259,0.8597477941745617,0.8001845860634695,0.6806636041984595,0.6335182237846311,0.7728048541885029,0.7921606562009179,0.3377308677420328,0.7601063335226819,0.08510636487098619,0.2975746254777303,0.0,0.003625815795410385,0.0,0.5206349123708744,0.0,0.0,0.0,0.0,0.0,0.0,4.501503502169725e-05
p_39,0.9718549870480863,0.8101542506898457,0.6641581616854942,0.7604591351938411,0.399224802333093,0.8020924148116155,0.8620480349073198,0.8788345239808496,0.7874015739174336,0.838224709445642,0.7838232212136268,0.7631799131247702,0.7688378016840405,0.9242529757997808,0.817112085343925,0.7516976653330449,0.6797257557310198,0.6682063074041085,0.848745272560377,0.4516128303850273,0.30440251189430806,0.8057750256708365,0.6646808103774625,0.7236070375926634,0.4216634388620557,0.7944755604754087,0.8654762214081347,0.8921995308044863,0.7384211094509787,0.8113941118690835,0.7576915327615292,0.8076588329874685,0.7783275586879576,0.6472059996062886,0.8506885061194416,0.23333329444445092,0.2592964798060655,0.0,0.0,0.0,0.5075187874526544,0.0,0.0,0.0,0.0,0.0,5.582308295927418e-06,0.00013504510506509175
p_40,0.9727053643977637,0.7938135185435157,0.652859512218454,0.6606161526556069,0.30563002407837336,0.6547501038188293,0.782741584824271,0.8434648178110683,0.7000242886810489,0.8037855912508888,0.7732065313764596,0.6297322223927413,0.6789297642643819,0.8945033079798349,0.7840879344115084,0.7577092492469181,0.6137472256596574,0.560457511760968,0.8283558622851651,0.0,0.12797618857178292,0.7860469758896839,0.6500303229639904,0.6951323649059502,0.22684703197869893,0.720703812195944,0.8263069351950207,0.883458021123049,0.7154452681870996,0.7791571375537756,0.7327109911741075,0.7689129866865367,0.7156353313282113,0.5439999960436364,0.8337093364138641,0.0,0.2945205454236255,0.0,0.0,0.0,0.29494948899091944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_41,0.9706310157296282,0.8077866211251804,0.6481029405195866,0.8824994337195577,0.4699853552709711,0.7907468750408521,0.8230526789164235,0.8405239302001838,0.8330217160462797,0.8528322835497665,0.8047945185792698,0.8558139512769665,0.7673841043721356,0.9020732668100038,0.831355845419982,0.7687409529124719,0.7471988769355781,0.5979381387259781,0.8458639150507202,0.4749999406250074,0.37865055197054104,0.8019632343852637,0.646256044300293,0.907620385778065,0.4806201513130221,0.8113741251119921,0.8422016201164405,0.866161615614797,0.8393066586220427,0.8325268044097858,0.8196721291419815,0.8478900874898037,0.8046897317566779,0.6604303025216998,0.8361863255149017,0.23255808545160803,0.5328014160780079,0.0,0.004210526271468145,0.0,0.620689645443736,0.0,0.0,0.0,0.0,0.0,6.220898444124647e-06,0.00033011025682577977
p_42,0.972358396499844,0.8118654325538945,0.6479221849336642,0.7109315439007993,0.30192719162818854,0.7743270174901412,0.8421003161590813,0.8460345468495457,0.8189845463314231,0.8405770117816873,0.7971153826992419,0.722634504997057,0.8458487561530291,0.9149598268403172,0.8293745043256389,0.7589189168677867,0.6005946451903139,0.6606851495865812,0.8305115594115132,0.5333333059829074,0.2752075886689491,0.8098781481494257,0.6677002647029164,0.7352297586810052,0.30172413467969683,0.7890917662250564,0.8547886961006088,0.8880173760781843,0.8138304724373236,0.8241150434880946,0.8251366101431317,0.8072544850402716,0.7923761098033644,0.7321288237853195,0.8487576175820369,0.456140310864885,0.3659491157930615,0.0,0.0,0.0,0.4946236470497555,0.0,0.0,0.0,0.0,0.0,5.984461479853391e-06,0.00010503508171729356
p_43,0.9652571813846339,0.7768199817577757,0.6468023544772158,0.8460741021900272,0.2894894877508139,0.7556168224731875,0.8390118135947856,0.8291365255795548,0.7934360785082204,0.8187092609277923,0.776565654996837,0.7877155151193008,0.7219138742164328,0.8937186295512372,0.7755350744340506,0.7449232274766636,0.7247510642789791,0.7358093851730246,0.8200772194439558,0.11111109567901449,0.17743190523399296,0.7814306999867341,0.6558235030430647,0.8570990607943672,0.5748106033389649,0.7573819188518899,0.8038510862259323,0.8810559761031259,0.8051336889784667,0.8382352935306475,0.7964828708619108,0.7447943298423363,0.7636844077695651,0.6820885612551979,0.828827399644155,0.2666666222222296,0.29620562854219323,0.0,0.0009099181032305818,0.0,0.5910735754997156,0.0,0.0,0.0,0.0,0.0,5.065007896096372e-07,1.5005011673899082e-05
p_44,0.9743627137385733,0.7961925601605363,0.6805520098729052,0.7493914068363765,0.4753521084916188,0.8245121153803963,0.8512717140953387,0.8390940313229422,0.7960534222162755,0.8323889592100265,0.8165027564967553,0.6475485631473239,0.804570526389735,0.9028087218483493,0.8163344292468218,0.8175223191475381,0.7143874618433494,0.6047950455932325,0.8260623221661357,0.2058823226643643,0.2960288781946852,0.801751592342114,0.6763114735411289,0.7110376182628875,0.3921933049052667,0.8230093123304882,0.8685562584451445,0.871737799303468,0.7573419602322773,0.8095545505768196,0.82242990457122,0.7953924240576021,0.7772694419039985,0.6045548612522094,0.8375951582689878,0.5714285086342298,0.32531120061982405,0.0,0.0,0.0,0.5225225131077025,0.0,0.0,0.0,0.0,0.0,3.0083606602201594e-06,0.00028509522180408255
p_45,0.9687945898707696,0.7988590499715594,0.6291884677613598,0.8871357016357055,0.3908948163979999,0.8145430876506394,0.8578224581570143,0.8221394354326027,0.7573718331611748,0.8293466948762913,0.7950743475950875,0.8199714669900956,0.7224806185548602,0.9164757416894599,0.8011979750065084,0.7711171635861132,0.6998908668610736,0.6007532900117393,0.8374521398908352,0.31746026706979885,0.29090908879338845,0.7846252350225851,0.617436542010808,0.8910728065626259,0.27818756292742297,0.7978059915364165,0.8472924478525768,0.8467145031658769,0.7591969606519838,0.8282582208401764,0.7216274074483353,0.804217782820422,0.7911960591045581,0.674564455229516,0.8419606825976816,0.09090907024793857,0.33046800224227313,0.0,0.0013812154648438692,0.0,0.2777777718423553,0.0,0.0,0.0,0.0,0.0,6.61391322230417e-05,0.0013504510506509174
p_46,0.9664631955815194,0.7993684223683314,0.5987981695438461,0.8983510376242608,0.47961630312057313,0.7656908115111822,0.8259789283709733,0.8145212424357846,0.7857958138417301,0.8421767379550134,0.7995364987264508,0.7765069527774128,0.7050461959131813,0.9046743147995308,0.7996416832889005,0.8079976453748966,0.6542835456623064,0.634377961686819,0.8463154202290255,0.2181817785124039,0.3808167123418009,0.802221159132576,0.5859612995220805,0.9047536880112256,0.48892170983071115,0.8070608564352979,0.8553718397051161,0.8219040156494551,0.7392865684231666,0.8102370788510693,0.7910346371042911,0.8283418545044956,0.8215200659791628,0.6205943288141373,0.825337679715568,0.0,0.447978189695692,0.0,0.00613496930633445,0.0,0.4239316166849296,0.0,0.0,0.0,0.0,0.0,5.801960249397218e-05,0.0002700902101301835
p_47,0.9745562438569856,0.7845252125238407,0.6470632165701691,0.9041513646233809,0.6656225502520652,0.7781726026008393,0.8476443920855024,0.8503794718405135,0.7998071582502023,0.8593360191332412,0.8303061732477784,0.8299212576642486,0.7875069700920116,0.8936343533702559,0.8123003186778152,0.7822068146094545,0.6818181792778756,0.7019328514554135,0.8335725898807804,0.20779218080621029,0.4564893065316295,0.7868571327738337,0.643741588599236,0.9035677153679114,0.5722444284851832,0.7186842718162291,0.8546983163378873,0.8638019846313595,0.7756696419914402,0.8283999991716,0.7647336144159981,0.8235420001888262,0.8198433396581277,0.6926406866438036,0.8518937244659001,0.27586202140309973,0.47080126541058726,0.0,0.001937984489864391,0.0,0.41393441774724554,0.0,0.0,0.0,0.0,0.0,2.3926497574238577e-05,0.0002700902101301835
p_48,0.9686009129463812,0.7859093374343434,0.6352530008017626,0.5860354082096326,0.3460620483763479,0.8117708355091926,0.851481808217971,0.8213718723263963,0.7426800918006505,0.76631654478291,0.6673290924735114,0.6722912936399142,0.7572956303112278,0.8985526100343872,0.7943736077773997,0.7505458494799513,0.5899209457019716,0.5292307638027615,0.8088084663632567,0.0,0.16393442287019627,0.7811831526028807,0.6293714739130714,0.6429158667736221,0.02723146706155118,0.770693624107558,0.84880533488497,0.8293877546184328,0.7496120739884158,0.7039280463436783,0.5216396558214688,0.779231923643819,0.7598158658006611,0.582449367575223,0.7814629706665489,0.0,0.19999999750000003,0.0,0.0,0.0,0.1360201477073011,0.0,0.0,0.0,0.0,0.0,4.522207928039785e-06,9.00300700433945e-05
p_49,0.975456998507938,0.8186829207194459,0.6803605447696143,0.9061037227111493,0.37602179494984744,0.7847507012775872,0.8419371499455,0.8673318965487403,0.8611237998388263,0.8560826920610631,0.8198757745114429,0.80502758796742,0.8476785217924538,0.9198746952802167,0.8191133408415795,0.8103347010853356,0.7057823099243948,0.6117647003460208,0.8372050139775028,0.48148143689986694,0.40402684292599433,0.8157537087547551,0.6749799391552155,0.9091681585053053,0.4651924613825351,0.8037874518377223,0.8576031098824718,0.8754765670271121,0.8625054551915043,0.8393939386458165,0.8235294099157401,0.8399525777119615,0.8242914957509001,0.6503378323451197,0.819834093746077,0.2571428204081685,0.4647256412949292,0.0,0.004469273693080741,0.0,0.5798045508175155,0.0,0.0,0.0,0.0,0.0,3.0879591172844067e-06,4.501503502169725e-05
p_50,0.9753186489441178,0.8036485889905962,0.6569117860834943,0.9251544836586052,0.6005046232106618,0.8399228827406426,0.8423474579399753,0.842446042660404,0.8150511889176291,0.8140777198972685,0.7462612144908743,0.8579827285357657,0.8549718317110286,0.902065920043795,0.8010033436444364,0.7681513094321192,0.7165706950845466,0.6176808195444223,0.8361247331950359,0.38235288494810515,0.4226044205277424,0.7915608582509814,0.6575078957681036,0.9233077775492651,0.60125952734087,0.8100936953621807,0.8653189328287982,0.811576845767414,0.7528222004317707,0.7512893371736772,0.7111322081387795,0.7544642849123466,0.8287895288200939,0.6707616625213555,0.8089974783701789,0.1860464683612864,0.40100430272236615,0.0,0.0030797659283037697,0.0,0.574018118217249,0.0,0.0,0.0,0.0,0.0,1.6008742566114907e-05,0.00010503508171729356
p_51,0.9719170996394094,0.7882059220805505,0.643079105420188,0.9061898458694974,0.6674968839041224,0.823717948486359,0.8503545710339817,0.8151297275303971,0.803587442916608,0.7325634049676593,0.6429064137895921,0.8527409515357561,0.8114982564259613,0.9271976602568041,0.8389731613778947,0.8060319313837021,0.6423791797681071,0.4585365808923261,0.815766422563731,0.040816318200751385,0.4621956409133035,0.7961785629471869,0.6520994245836128,0.922329085635511,0.6313513479386413,0.8254338629647268,0.8647722691881787,0.845922960951774,0.7955886114444876,0.7913408128852536,0.7439824927206845,0.8410466697509796,0.8159122062663587,0.6134239540065934,0.8371079306006748,0.3555554765432274,0.5426781497937425,0.0,0.00406386065583785,0.0,0.591216206229456,0.0,0.0,0.0,0.0,0.0,7.1880645516989315e-06,0.00013504510506509175
p_52,0.9634115109132749,0.7837722810234653,0.6207770454510381,0.802927011818796,0.27220630177502647,0.7968319557117948,0.854767531617468,0.8576085180324831,0.7948855978534515,0.8252086804464035,0.768409816929755,0.7259050271466617,0.7081766900653743,0.9016301105126184,0.7795666857686676,0.7891828997115937,0.6577693009639213,0.6618834021355748,0.8283651797635965,0.18181814049587713,0.30296377274463476,0.7869139604508602,0.6097591993501734,0.7662282557161446,0.6025791289415057,0.7913321292425802,0.8383263771712444,0.8993568950149196,0.7578721683533804,0.8130201888644251,0.7902198463319913,0.8246959767776464,0.8116964940466436,0.6053511655070973,0.8261435632096662,0.44444438271605796,0.39003436091035776,0.0,0.0,0.0,0.4791288479286961,0.0,0.0,0.0,0.0,0.0,4.345426731575615e-05,0.0010503508171729357
p_53,0.9694532391079334,0.8109873269163286,0.6384775997220381,0.8982410775020443,0.49064747848455054,0.7993183691989992,0.851877902906179,0.8750510169231818,0.8376327758755276,0.8573647416883555,0.7874322843175899,0.800228961647885,0.8408091458213228,0.9056380670932442,0.8221210913908577,0.7998719154663082,0.7113850590595175,0.6711297014968226,0.8413310603270867,0.5254236842861284,0.44172568936429046,0.8062844297191888,0.634076491807287,0.8936752892588449,0.479935790690724,0.8160295393092881,0.8818638738959845,0.887580999412888,0.8572060114310278,0.8395146121692748,0.7991507414030771,0.8269339882476509,0.8147131462676004,0.6678445170685113,0.8201348307234744,0.33898302212008286,0.47362868948508074,0.0,0.004081632611411912,0.0,0.6169843913867523,0.0,0.0,0.0,0.0,0.0,1.776917537027951e-06,4.501503502169725e-05
p_54,0.9703001218845672,0.7968512457462799,0.6268666941603676,0.8670717979441496,0.44509516511643366,0.8000226729395695,0.8469834179123338,0.8744083107675611,0.8445764377816767,0.8531703853585101,0.8120881599361778,0.7742467982903557,0.7345633438264124,0.9204205614534541,0.8145191934487656,0.8085612342194969,0.7312326194104141,0.619747892649707,0.8239209153137703,0.578313183335761,0.32799487297889257,0.8080936251992751,0.650105552240207,0.8554946635633619,0.4381245162327093,0.8107505358654036,0.8570704283520176,0.8983635332005997,0.8375791874409231,0.8457965198599176,0.8096781144746639,0.8080808073107673,0.8050687495145086,0.6976336485746394,0.8395398705015209,0.4473683621883734,0.4521922849857777,0.0,0.0,0.0,0.5854545348099176,0.0,0.0,0.0,0.0,0.0,5.3395360460307295e-06,0.00010503508171729356
p_55,0.9712003808101215,0.7975631126824145,0.6771153358923205,0.7943447521509817,0.1479713586160936,0.7991623832097938,0.8558966819633397,0.7949532537011196,0.7369624877207657,0.7569260413097839,0.686609685387091,0.70457902250894,0.7978177137390602,0.9039035645397047,0.7822183851685642,0.7677116742342343,0.6778829278728253,0.6078301220449229,0.8120777021311391,0.0,0.11097410467356221,0.8028240009870338,0.680108793898033,0.8525630848863025,0.2533333305185186,0.8025779234116293,0.8807116964772099,0.8662299340569936,0.7878915274459832,0.7969737143772142,0.7642245465951959,0.8020703187559608,0.7775377951103005,0.5707165073475607,0.8328637776343076,0.0,0.37126959852670915,0.0,0.0,0.0,0.18282547970012522,0.0,0.0,0.0,0.0,0.0,1.109638078146132e-06,0.00010503508171729356
p_56,0.9694881319888465,0.7549846008047764,0.6583116017606724,0.6938046063715881,0.043336944275872764,0.7848412717539404,0.8143931557224678,0.8148182445867941,0.7293315133296978,0.7161075455153054,0.71392827207271,0.6311082701018579,0.7927904212698456,0.8776502033780375,0.7378868530741796,0.7773664707102949,0.6671168107119622,0.530731702139203,0.7979829318867472,0.0,0.15644171539199825,0.7844424294859188,0.6751347341145213,0.6545176105248717,0.26458504301902186,0.7580296265825059,0.8207058700398783,0.8458074603755001,0.7647368410990305,0.7838310152846812,0.8043904335468631,0.7365926439598064,0.7498298916991838,0.5931034441854935,0.7963137989947119,0.0,0.24007386666598463,0.0,0.0,0.0,0.4080996821168274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_57,0.9715098329796702,0.7999364117871128,0.6555133593359864,0.7575142671163512,0.28079834631246836,0.7114021301359521,0.8388903735721369,0.8339117956250119,0.821440842032481,0.7572375863195556,0.5770423981781414,0.8003857254889561,0.8049673606034591,0.8995812665678423,0.7977555494854391,0.7512105124482119,0.665814148909573,0.45222929456232175,0.7871263634452583,0.19444441743827534,0.1644815236652977,0.8076879524342203,0.665179535776149,0.8762386671405277,0.4842105233175819,0.6995744345669678,0.8587062603018485,0.8677026454915463,0.8586235480321066,0.8280669842933492,0.8013637164877737,0.8041848838193435,0.8008105353580334,0.5942857086258504,0.8120043532794244,0.228571395918372,0.42956926408865387,0.0,0.0026560424614071386,0.0,0.4664310871655285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_58,0.9683718058709312,0.7861713444980828,0.6500137582664302,0.8993078227113952,0.3982169361202308,0.7495826375731255,0.8306665335578398,0.8051084485697881,0.7892018770079791,0.569626124343978,0.48116524279061573,0.7563200397281208,0.5913166574060486,0.8761303190033027,0.7959655771296701,0.7590090068721593,0.6774774750361171,0.2404580129727289,0.7086467748215309,0.0,0.3895274560055718,0.7970082117139224,0.650610472330375,0.8749676682854048,0.42700729667270504,0.7733351131937487,0.8209347246931207,0.8082829467556943,0.766204926756683,0.6019705287279008,0.5051477905925809,0.7750803277623346,0.7905701732714633,0.539106141486689,0.6945890122308228,0.03124999511718826,0.4139715376715328,0.0,0.0005134788176804138,0.0,0.45079364363819613,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_59,0.9645508434890817,0.7879396751532585,0.6125240129108581,0.865713464267239,0.4028776937011542,0.80031474457438,0.8527251545976138,0.8521787394659014,0.86627218821003,0.8369120135454788,0.7961969751433521,0.7596652022332993,0.7782426761961451,0.9124991375952785,0.8075656138480867,0.8068006157440475,0.6663628046200418,0.6244979856978115,0.8334117196562773,0.578313183335761,0.466936569049011,0.7977172219187705,0.6302829502118804,0.8451228274300778,0.5233494321791511,0.8277347338600828,0.8699929725390089,0.8801881241151157,0.8813033347797992,0.8319967089944513,0.7668441751172861,0.8298462843404716,0.8292128422017253,0.635416661150897,0.8229564545235328,0.24999993750001562,0.5118483381999506,0.0,0.002652519858719896,0.0,0.574144475776721,0.0,0.0,0.0,0.0,0.0,3.4636975584674197e-06,0.00015005011673899083
p_60,0.9710295798080999,0.8017830694977816,0.6562868963308836,0.8375263009617023,0.33218588354401135,0.8163939272435937,0.8490320966827326,0.8667629111597062,0.8052995382427425,0.8213820071927433,0.7719369171614701,0.5555002461149814,0.6743916550568028,0.9097895296713105,0.7876940125760403,0.7329740305414648,0.5785970272473271,0.6712538174980595,0.8256331536257612,0.0,0.1941941922503084,0.8137951191719004,0.6683282171332394,0.8211191515538074,0.1548821531438591,0.8183677641597545,0.865374839818536,0.8807671603890762,0.8006814301525964,0.7842129133644239,0.7756958326801968,0.7771156131643832,0.7655931496828513,0.595800521024931,0.8244705159039536,0.0,0.27586206702419375,0.0,0.002040816305705956,0.0,0.31092436321587474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_61,0.966701159025706,0.7779142228620187,0.648733486325157,0.9034791801514728,0.5222146239083074,0.7455674554508842,0.7842323068819365,0.8646167454570198,0.6574637334376887,0.6065440038008303,0.5545053551441315,0.8274609501862316,0.48896156791103196,0.8671389644201382,0.8160308136316665,0.7895652146449905,0.5931034466397146,0.17263157713019392,0.8074241731032828,0.0,0.2968164780111588,0.791827370177646,0.634956414880725,0.8671655925147791,0.5053908321739162,0.6737367818621522,0.7587929057471475,0.8688452192156959,0.5290349240245558,0.635900339150717,0.5721220517126872,0.8141576725679919,0.8080469382284242,0.2955575675833403,0.784475639247201,0.0,0.4600706697524004,0.0,0.0032546785916607577,0.0,0.5401709309372491,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_62,0.9691884125644967,0.7732175870562006,0.6189576011182112,0.9114309059126041,0.5849315028429349,0.8062568922147957,0.7948177298798961,0.8395030895564622,0.7835968369767826,0.7758044656446242,0.7120343822539772,0.8091362541109576,0.8259311191741763,0.8925505558002438,0.8153829979874089,0.7318632127457232,0.7439264584900641,0.515519561194068,0.8027470423476278,0.1052631301939131,0.40795559478281407,0.7892569042980321,0.6437017244231732,0.9021139949419015,0.6295369172119092,0.7313131310709345,0.7944683669491353,0.8633665943628993,0.8033733816966574,0.7784046685034974,0.7630402365547932,0.8084492521293671,0.7809626804192463,0.6239837334961003,0.8302801193852087,0.07547168387326719,0.4379232485872539,0.0,0.005610098137376591,0.0,0.4130879261127214,0.0,0.0,0.0,0.0,0.0,1.0713943548639426e-06,9.00300700433945e-05
p_63,0.9694637599260043,0.7729097856217411,0.5840555130141859,0.9198576720709688,0.6313799592089794,0.7704154970325089,0.8248545573900854,0.8349709238453507,0.8202485589265709,0.8104659954476527,0.7572700274264984,0.8413417935787094,0.7113594022044176,0.9081962285124715,0.8269157445416357,0.7923124587963035,0.6885542147935113,0.5680751107033438,0.8235524248595927,0.6315788808864335,0.5181134637111638,0.79369494010098,0.6306147910861443,0.908682336851473,0.6279190418893666,0.7648668488403968,0.818299993820097,0.8515769938698801,0.7269457992204652,0.8265447188912638,0.7509119313420741,0.814987449968638,0.7836484961522566,0.6750241014944638,0.8407930890844199,0.0,0.5197674403495133,0.0,0.006277463865175996,0.0,0.4646781716691025,0.0,0.0,0.0,0.0,0.0,5.490892088430933e-06,6.002004669559633e-05
